,abv,brewery_location,brewery_name,ibu,id,name,size,style
1548,5.5%,"Export, PA",Rivertowne Brewing Company,N/A,1100,RT Lager,12 oz.,American Amber / Red Lager
1549,6.2%,"Export, PA",Rivertowne Brewing Company,N/A,1099,Old Wylie's IPA,12 oz.,American IPA
1550,4.8%,"Export, PA",Rivertowne Brewing Company,N/A,1098,Hala Kahiki Pineapple Beer,12 oz.,Fruit / Vegetable Beer
1551,4.0%,"Salt Lake City, UT",Uinta Brewing Company,32,1097,Organic Baba Black Lager,12 oz.,Schwarzbier
1552,???,"Tampa Bay, FL",Brindle Dog Brewing Company,N/A,1096,Tampa Pale Ale,12 oz.,American Pale Ale (APA)
1553,???,"Tampa Bay, FL",Brindle Dog Brewing Company,N/A,1095,Orange Grove Wheat Ale,12 oz.,American Pale Wheat Ale
1554,4.5%,"Nantucket, MA",Cisco Brewers,N/A,1094,Grey Lady,12 oz.,Witbier
1555,4.2%,"Providence, RI",Narragansett Brewing Company,24,1093,Narragansett Summer Ale,12 oz.,American Pale Wheat Ale
1556,5.5%,"Washington, DC",DC Brau Brewing Company,N/A,1092,Penn Quarter Porter,12 oz.,American Porter
1557,5.3%,"Blanco, TX",Real Ale Brewing Company,52,1091,Hans' Pils (2015),12 oz.,German Pilsener
1558,7.2%,"Bridgewater Corners, VT",Long Trail Brewing Company,33,1090,Double Bag,16 oz.,Altbier
1559,7.3%,"Salt Lake City, UT",Uinta Brewing Company,82,1089,Hop Notch IPA (2013),12 oz.,American IPA
1560,4.0%,"Salt Lake City, UT",Uinta Brewing Company,34,1088,Cutthroat Pale Ale,12 oz.,American Pale Ale (APA)
1561,5.0%,"Knoxville, IA",Peace Tree Brewing Company,N/A,1087,Side Kick Kölsch,12 oz.,Kölsch
1562,6.0%,"Blanco, TX",Real Ale Brewing Company,50,1086,Four Squared (2015),12 oz.,American Blonde Ale
1563,5.8%,"Portland, OR",Hopworks Urban Brewery,60,1085,Rise-Up Red (2014),16 oz.,American Amber / Red Ale
1564,4.7%,"Athens, GA",Terrapin Brewing Company,42,1082,RecreationAle,12 oz.,American Pale Ale (APA)
1565,4.5%,"Portland, OR",Occidental Brewing Company,N/A,1081,Occidental Kölsch,16 oz.,Kölsch
1566,7.5%,"Milwaukee, WI",Milwaukee Brewing Company,51,1080,Hop Happy,16 oz.,American IPA
1567,7.3%,"Baltimore, MD",The Brewer's Art,N/A,1079,Ozzy,12 oz.,Belgian Pale Ale
1568,4.5%,"Saint Louis, MO",Schlafly Brewing Company,30,1078,Schlafly IPA,12 oz.,American IPA
1569,5.0%,"Saint Louis, MO",Schlafly Brewing Company,30,1077,Schlafly American Brown Ale,12 oz.,American Brown Ale
1570,5.7%,"Boise, ID",Sockeye Brewing Company,N/A,1076,Power House Porter,12 oz.,American Porter
1571,6.4%,"Paonia, CO",Revolution Brewing,N/A,1075,Stout Ol' Friend (2012),16 oz.,American Stout
1572,5.5%,"Chandler, AZ",SanTan Brewing Company,20,1073,Epicenter Amber Ale,12 oz.,American Amber / Red Ale
1573,5.0%,"Chandler, AZ",SanTan Brewing Company,15,1072,SanTan HefeWeizen,12 oz.,Hefeweizen
1574,7.0%,"Chandler, AZ",SanTan Brewing Company,85,1071,Hop Shock IPA,12 oz.,American IPA
1575,4.6%,"Kona, HI",Kona Brewing Company,18,1070,Longboard Island Lager,12 oz.,American Amber / Red Lager
1576,5.5%,"Lexington, KY",West Sixth Brewing,N/A,1069,West Sixth Amber Ale,12 oz.,American Amber / Red Ale
1577,6.6%,"Houston, TX",Karbach Brewing Company,20,1068,Barn Burner Saison,12 oz.,Saison / Farmhouse Ale
1578,6.7%,"Broomfield, CO",Big Choice Brewing,85,1067,Disconnected Red,16 oz.,American Amber / Red Ale
1579,5.5%,"Chicago, IL",Half Acre Beer Company,N/A,1066,Akari Shogun American Wheat Ale,16 oz.,American Pale Wheat Ale
1580,6.5%,"Brevard, NC",Oskar Blues Brewery (North Carol...,65,1065,Dale's Pale Ale,12 oz.,American Pale Ale (APA)
1581,5.0%,"Davenport, IA",Great River Brewery,30,1064,Owney Irish Style Red Ale,16 oz.,Irish Red Ale
1582,5.0%,"Manhattan, KS",Tallgrass Brewing Company,20,1063,Vanilla Bean Buffalo Sweat,16 oz.,Oatmeal Stout
1583,5.1%,"San Antonio, TX",Pete's Brewing Company,N/A,1062,Pete's ESP Lager (1998),12 oz.,American Pale Lager
1584,4.7%,"San Antonio, TX",Pete's Brewing Company,N/A,1061,Pete's Wicked Summer Brew (1995),12 oz.,American Pale Wheat Ale
1585,4.9%,"San Antonio, TX",Pete's Brewing Company,N/A,1060,Pete's Wicked Bohemian Pilsner (1997),12 oz.,Czech Pilsener
1586,9.5%,"Spirit Lake, IA",Okoboji Brewing Company,19,1059,The Hole in Hadrian's Wall,16 oz.,Scottish Ale
1587,6.5%,"Spirit Lake, IA",Okoboji Brewing Company,26,1058,33 Select Brown Ale,16 oz.,American Brown Ale
1588,6.0%,"Boulder, CO",Crystal Springs Brewing Company,31,1057,South Ridge Amber Ale,16 oz.,American Amber / Red Ale
1589,???,"San Antonio, TX",Pete's Brewing Company,N/A,1056,Pete's Wicked Pale Ale (1997),12 oz.,American Pale Ale (APA)
1590,4.7%,"San Antonio, TX",Pete's Brewing Company,N/A,1055,Pete's Wicked Summer Brew (2002),12 oz.,American Pale Wheat Ale
1591,4.7%,"San Antonio, TX",Pete's Brewing Company,N/A,1054,Pete's Wicked Summer Brew (1997),12 oz.,American Pale Wheat Ale
1592,4.7%,"San Antonio, TX",Pete's Brewing Company,N/A,1053,Pete's Wicked Summer Brew (1996),12 oz.,American Pale Wheat Ale
1593,4.7%,"Saint Louis, MO",Morgan Street Brewery,14,1052,Honey Wheat,12 oz.,American Pale Wheat Ale
1594,4.6%,"Saint Louis, MO",Morgan Street Brewery,24,1051,Black Bear Dark Lager,12 oz.,Schwarzbier
1595,5.0%,"Seven Points, TX",Cedar Creek Brewery,18,1050,The Lawn Ranger,16 oz.,Cream Ale
1596,9.9%,"Indianapolis, IN",Sun King Brewing Company,60,1049,Bourbon Barrel Johan,16 oz. Alumi-Tek®	,English Barleywine
1597,6.2%,"Garden City, ID",Payette Brewing Company,65,1048,Outlaw IPA,12 oz.,American IPA
1598,3.7%,"Half Moon Bay, CA",Mavericks Beer Company,53,1047,Back in the Saddle Rye Pale Ale,12 oz.,American Pale Ale (APA)
1599,5.0%,"Saint Louis, MO",Morgan Street Brewery,35,1046,Golden Pilsner,12 oz.,German Pilsener
1600,5.5%,"Denver, CO",Wynkoop Brewing Company,N/A,1045,Wynkoop Pumpkin Ale,12 oz.,Pumpkin Ale
1601,6.0%,"Grand Rapids, MI",Brewery Vivant,N/A,1044,Big Red Coq,16 oz.,American Amber / Red Ale
1602,4.4%,"Garden City, ID",Payette Brewing Company,N/A,1043,North Fork Lager,12 oz.,American Pale Lager
1603,7.7%,"Warrenville, IL",Two Brothers Brewing Company,23,1042,Atom Smasher,12 oz.,Märzen / Oktoberfest
1604,4.5%,"Warrenville, IL",Two Brothers Brewing Company,N/A,1041,Testudo,12 oz.,Bière de Garde
1605,6.5%,"Warrenville, IL",Two Brothers Brewing Company,N/A,1040,Hobnob B & B Pale Ale,12 oz.,American Pale Ale (APA)
1606,5.0%,"Tacoma, WA",Engine House 9,N/A,1039,Underachiever,16 oz.,American Adjunct Lager
1607,4.7%,"Westminster, MA",Wachusett Brewing Company,N/A,1038,Wachusett Summer,12 oz.,American Pale Wheat Ale
1608,6.3%,"Bronx, NY",The Bronx Brewery,50,1037,Bronx Pale Ale,16 oz.,American Pale Ale (APA)
1609,9.9%,"San Francisco, CA",21st Amendment Brewery,92,1036,Lower De Boom,8.4 oz.,American Barleywine
1610,7.5%,"Denver, CO",Wynkoop Brewing Company,N/A,1035,Rocky Mountain Oyster Stout,12 oz.,American Stout
1611,5.0%,"Los Angeles, CA",Golden Road Brewing,N/A,1034,Cabrillo Kölsch,16 oz.,Kölsch
1612,9.9%,"Grand Rapids, MI",Brewery Vivant,N/A,1033,Hubris Quadrupel Anniversary Ale,16 oz.,Quadrupel (Quad)
1613,9.5%,"Grand Rapids, MI",Brewery Vivant,N/A,1031,Plow Horse Belgian Style Imperial Stout,16 oz.,American Double / Imperial Stout
1614,5.1%,"Westminster, MA",Wachusett Brewing Company,17,1030,Country Pale Ale,12 oz.,English Pale Ale
1615,4.0%,"Westminster, MA",Wachusett Brewing Company,37,1029,Wachusett Light IPA (2013),12 oz.,American IPA
1616,6.0%,"Davenport, IA",Great River Brewery,N/A,1028,Aaah Bock Lager,16 oz.,Vienna Lager
1617,5.0%,"Minnetonka, MN",Tonka Beer Company,N/A,1027,Big Island Shandy,16 oz.,Shandy
1618,6.8%,"Minnetonka, MN",Tonka Beer Company,N/A,1026,Preservation IPA,16 oz.,American IPA
1619,???,"Lincoln, NE",Blue Blood Brewing Company,N/A,1025,N Street Drive-In 50th Anniversary IPA,12 oz.,American Double / Imperial IPA
1620,7.9%,"San Francisco, CA",21st Amendment Brewery,45,1024,Fireside Chat,12 oz.,Winter Warmer
1621,6.4%,"Eagle, CO",Bonfire Brewing Company,N/A,1023,Mistress Winter Wheat,12 oz.,Winter Warmer
1622,5.1%,"Estacada, OR",Fearless Brewing Company,N/A,1022,Quaff India Style Session Ale,16 oz.,American IPA
1623,7.2%,"Marietta, GA",Red Hare Brewing Company,55,1021,Watership Brown Ale,12 oz.,American Brown Ale
1624,9.9%,"Brooklyn, NY",Sixpoint Craft Ales,85,1020,3Beans,12 oz.,Baltic Porter
1625,4.6%,"San Diego, CA",Ballast Point Brewing Company,N/A,1019,Longfin Lager,12 oz.,Munich Helles Lager
1626,7.0%,"San Diego, CA",Ballast Point Brewing Company,70,1018,Sculpin IPA,12 oz.,American IPA
1627,6.8%,"Manhattan, KS",Tallgrass Brewing Company,110,1017,Ethos IPA,16 oz.,American IPA
1628,4.6%,"Redlands, CA",Hangar 24 Craft Brewery,17,1016,Orange Wheat,12 oz.,Fruit / Vegetable Beer
1629,4.3%,"Redlands, CA",Hangar 24 Craft Brewery,14,1015,Hangar 24 Helles Lager,12 oz.,Munich Helles Lager
1630,5.0%,"Buena Vista, CO",Eddyline Brewery & Restaurant,N/A,1014,Pumpkin Patch Ale (2012),16 oz.,Pumpkin Ale
1631,8.0%,"Durango, CO",Ska Brewing Company,N/A,1013,Hibernal Vinifera Stout,12 oz.,Foreign / Export Stout
1632,5.0%,"Lincoln, NE",Blue Blood Brewing Company,N/A,1012,467 Ethan's Stout,12 oz.,American Stout
1633,8.5%,"Conroe, TX",Southern Star Brewing Company,110,1011,Red Cockaded Ale (2013),12 oz.,American Double / Imperial IPA
1634,7.2%,"Conroe, TX",Southern Star Brewing Company,40,1010,Old Potentate,12 oz.,Old Ale
1635,4.4%,"Manhattan, KS",Tallgrass Brewing Company,12,1009,Tallgrass Pub Ale,16 oz.,American Brown Ale
1636,5.5%,"Macon, GA",Macon Beer Company,N/A,1008,Macon History Ale,12 oz.,American Brown Ale
1637,9.9%,"Denver, CO",Renegade Brewing Company,100,1006,Elevation Triple India Pale Ale,12 oz.,American Double / Imperial IPA
1638,5.0%,"Denver, CO",Renegade Brewing Company,25,1005,5:00 O'Clock Afternoon Ale,16 oz.,American Blonde Ale
1639,5.1%,"Austin, TX",Hops & Grain Brewery,N/A,1004,The One They Call Zoe,12 oz.,American Pale Lager
1640,7.0%,"Sheffield, MA",Big Elm Brewing,N/A,1003,Big Elm IPA,12 oz.,American IPA
1641,6.5%,"Sheffield, MA",Big Elm Brewing,N/A,1002,Gerry Dog Stout,12 oz.,American Stout
1642,6.0%,"Sheffield, MA",Big Elm Brewing,N/A,1001,413 Farmhouse Ale,12 oz.,Saison / Farmhouse Ale
1643,5.6%,"Birmingham, AL",Good People Brewing Company,36,1000,Good People Pale Ale,12 oz.,American Pale Ale (APA)
1644,6.7%,"Eugene, OR",Oakshire Brewing,70,999,Watershed IPA (2013),12 oz.,American IPA
1645,6.1%,"Eagle, CO",Bonfire Brewing Company,N/A,998,Tent Pole Vanilla Porter,16 oz.,American Porter
1646,5.8%,"Eagle, CO",Bonfire Brewing Company,N/A,997,Awry Rye Pale Ale,12 oz.,American Pale Ale (APA)
1647,5.8%,"Eagle, CO",Bonfire Brewing Company,N/A,996,Demshitz Brown Ale,12 oz.,American Brown Ale
1648,8.4%,"Boise, ID",Sockeye Brewing Company,90,995,Winterfest,16 oz.,American Strong Ale
1649,8.0%,"Seattle, WA",Fremont Brewing Company,N/A,994,Abominable Ale,12 oz.,English Strong Ale
1650,8.5%,"Longmont, CO",Oskar Blues Brewery,N/A,993,oSKAr the G'Rauch,19.2 oz.,American IPA
1651,8.5%,"Longmont, CO",Oskar Blues Brewery,N/A,992,oSKAr the G'Rauch,16 oz.,American IPA
1652,5.5%,"Los Angeles, CA",Golden Road Brewing,20,991,Get Up Offa That Brown,16 oz.,American Brown Ale
1653,7.2%,"Halethorpe, MD",Heavy Seas Beer,45,990,Loose Cannon,12 oz.,American IPA
1654,6.0%,"Halethorpe, MD",Heavy Seas Beer,30,989,AARGHtoberfest!,12 oz.,Märzen / Oktoberfest
1655,6.0%,"Halethorpe, MD",Heavy Seas Beer,N/A,988,Davy Jones Lager,12 oz.,Cream Ale
1656,5.5%,"Vadnais Heights, MN",Big Wood Brewery,35,986,Morning Wood,16 oz.,Oatmeal Stout
1657,6.6%,"Vadnais Heights, MN",Big Wood Brewery,50,985,Bark Bite IPA,16 oz.,American IPA
1658,6.0%,"Westerly, RI",Grey Sail Brewing of Rhode Island,34,984,Leaning Chimney Smoked Porter,16 oz.,American Porter
1659,6.0%,"Pawtucket, RI",Foolproof Brewing Company,N/A,983,Backyahd IPA,12 oz.,American IPA
1660,6.5%,"Pawtucket, RI",Foolproof Brewing Company,N/A,982,Raincloud Robust Porter,12 oz.,American Porter
1661,4.5%,"Pawtucket, RI",Foolproof Brewing Company,N/A,981,Barstool American Golden Ale,12 oz.,American Blonde Ale
1662,8.2%,"Astoria, OR",Astoria Brewing Company,138,980,Bitter Bitch Imperial IPA,12 oz.,American Double / Imperial IPA
1663,6.2%,"Astoria, OR",Astoria Brewing Company,35,979,Poop Deck Porter,12 oz.,American Porter
1664,6.0%,"Astoria, OR",Astoria Brewing Company,35,978,Old Red Beard Amber Ale,12 oz.,American Amber / Red Ale
1665,5.1%,"Leominster, MA",Downeast Cider House,N/A,977,Orignal Blend,12 oz.,Cider
1666,7.9%,"San Francisco, CA",21st Amendment Brewery,N/A,976,Marooned On Hog Island,12 oz.,American Stout
1667,5.1%,"Portland, ME",Shipyard Brewing Company,N/A,975,Shipyard Summer Ale,12 oz.,American Pale Wheat Ale
1668,4.0%,"Salt Lake City, UT",Uinta Brewing Company,29,974,WYLD Extra Pale Ale,12 oz.,American Pale Ale (APA)
1669,5.7%,"Telluride, CO",Telluride Brewing Company,N/A,973,Face Down Brown Ale,12 oz.,American Brown Ale
1670,5.9%,"Gig Harbor, WA",7 Seas Brewing Company,75,972,Rude Parrot IPA,16 oz.,American IPA
1671,5.2%,"Lake Barrington, IL",Wild Onion Brewing Company,27,971,Phat Chance,12 oz.,American Blonde Ale
1672,6.8%,"Des Moines, IA",Confluence Brewing Company,75,970,Des Moines IPA,16 oz.,American IPA
1673,4.8%,"Des Moines, IA",Confluence Brewing Company,22,969,Capital Gold Golden Lager,16 oz.,German Pilsener
1674,5.6%,"Des Moines, IA",Confluence Brewing Company,21,968,Farmer John's Multi-Grain Ale,16 oz.,American Blonde Ale
1675,7.1%,"Santa Fe, NM",Santa Fe Brewing Company,95,967,Black IPA,12 oz.,American Black Ale
1676,6.8%,"Yakima, WA",Bale Breaker Brewing Company,70,966,Topcutter India Pale Ale,12 oz.,American IPA
1677,4.4%,"Yakima, WA",Bale Breaker Brewing Company,38,965,Field 41 Pale Ale,12 oz.,American Pale Ale (APA)
1678,6.5%,"Aurora, CO",Dad & Dude's Breweria,N/A,964,Dank IPA (2012),16 oz.,American IPA
1679,???,"New York, NY",The Manhattan Brewing Company,N/A,963,Manhattan Gold Lager (1990),12 oz.,American Amber / Red Lager
1680,5.0%,"Portland, OR",MacTarnahans Brewing Company,N/A,962,Mac's Highlander Pale Ale (2000),12 oz.,American Pale Ale (APA)
1681,5.1%,"Portland, OR",MacTarnahans Brewing Company,32,961,Mac's Scottish Style Amber Ale (2000),12 oz.,American Amber / Red Ale
1682,5.1%,"Utica, NY",Matt Brewing Company,N/A,960,Saranac Golden Pilsener (2003),12 oz.,German Pilsener
1683,4.5%,"Utica, NY",Matt Brewing Company,N/A,959,Saranac Adirondack Light (2002),12 oz.,Light Lager
1684,4.5%,"Utica, NY",Matt Brewing Company,N/A,958,DAX Light (1998),12 oz.,Light Lager
1685,4.8%,"Utica, NY",Matt Brewing Company,N/A,957,Saranac Traditional Lager (2000),12 oz.,American Pale Lager
1686,4.7%,"Utica, NY",Matt Brewing Company,N/A,956,Pomegranate Wheat (2008),12 oz.,Fruit / Vegetable Beer
1687,6.5%,"Longmont, CO",Oskar Blues Brewery,65,955,Dale's Pale Ale,19.2 oz.,American Pale Ale (APA)
1688,6.8%,"Lewiston, ME",Baxter Brewing Company,N/A,954,Phantom Punch Winter Stout,12 oz.,Foreign / Export Stout
1689,5.1%,"Green Bay, WI",Stillmank Beer Company,31,953,Wisco Disco,16 oz.,American Amber / Red Ale
1690,5.0%,"Fort Collins, CO",New Belgium Brewing Company,29,952,Shift (1),12 oz.,American Pale Lager
1691,5.8%,"Evansville, IN",Tin Man Brewing Company,36,951,Alloy,16 oz.,American IPA
1692,5.1%,"Evansville, IN",Tin Man Brewing Company,22,950,Rivet Irish Red Ale,16 oz.,Irish Red Ale
1693,5.2%,"Evansville, IN",Tin Man Brewing Company,50,949,3 Gear Robust Porter,16 oz.,American Porter
1694,4.5%,"Evansville, IN",Tin Man Brewing Company,35,948,Circuit Bohemian Pilsner,16 oz.,Czech Pilsener
1695,6.5%,"Talkeetna, AK",Denali Brewing Company,71,947,Twister Creek India Pale Ale,12 oz.,American IPA
1696,5.2%,"Dallas, TX",Deep Ellum Brewing Company,23,946,Dallas Blonde,12 oz.,American Blonde Ale
1697,6.5%,"Woodinville, WA",Redhook Brewery,44,945,Long Hammer IPA,16 oz.,American IPA
1698,???,"Philadelphia, PA",Dock Street Brewery,N/A,944,Dock Street Amber Beer (1992),12 oz.,American Amber / Red Ale
1699,7.0%,"Dallas, TX",Deep Ellum Brewing Company,70,943,Deep Ellum IPA,12 oz.,American IPA
1700,6.4%,"Lincoln, NE",Blue Blood Brewing Company,N/A,942,1335 Wicked Snout,12 oz.,Saison / Farmhouse Ale
1701,5.3%,"Chicago, IL",Finch's Beer Company,N/A,941,Secret Stache Stout,16 oz.,American Stout
1702,???,"Edwards, CO",Crazy Mountain Brewing Company,N/A,940,Boohai Red Ale,12 oz.,American Amber / Red Ale
1703,7.0%,"Patchogue, NY",Blue Point Brewing Company,N/A,939,Toxic Sludge,16 oz.,American Black Ale
1704,6.2%,"Marietta, GA",Red Hare Brewing Company,55,938,Gangway IPA,12 oz.,American IPA
1705,4.5%,"Lincoln, NE",Blue Blood Brewing Company,N/A,937,543 Skull Creek Fresh Hopped Pale Ale,12 oz.,American Pale Ale (APA)
1706,5.5%,"Tampa, FL",Tampa Bay Brewing Company,N/A,936,Loafin Bräu,16 oz.,Altbier
1707,8.0%,"Chicago, IL",Finch's Beer Company,72,935,Fascist Pig Ale,16 oz.,American Amber / Red Ale
1708,7.0%,"Indianapolis, IN",Sun King Brewing Company,N/A,934,The Deuce,16 oz. Alumi-Tek®	,American Brown Ale
1709,7.0%,"Longmont, CO",Oskar Blues Brewery,N/A,933,The Deuce,16 oz. Alumi-Tek®	,American Brown Ale
1710,6.5%,"Milwaukee, WI",Milwaukee Brewing Company,20,932,Booyah Farmhouse Ale,16 oz.,Saison / Farmhouse Ale
1711,4.8%,"Eagle, CO",Bonfire Brewing Company,N/A,931,Wood Splitter Pilsner (2012),12 oz.,Czech Pilsener
1712,5.7%,"Aurora, IN",Great Crescent Brewery,25,930,Great Crescent Oktoberfest Lager,16 oz.,Märzen / Oktoberfest
1713,5.8%,"Talkeetna, AK",Denali Brewing Company,46,929,Single Engine Red,12 oz.,Irish Red Ale
1714,6.7%,"Denver, CO",Wynkoop Brewing Company,45,928,Belgorado,12 oz.,Belgian IPA
1715,5.3%,"Palisade, CO",Palisade Brewing Company,N/A,927,Dirty Hippie Dark Wheat,12 oz.,American Dark Wheat Ale
1716,5.5%,"Pottstown, PA",Sly Fox Brewing Company,16,926,Sly Fox Christmas Ale 2012 (2012),12 oz.,Winter Warmer
1717,5.0%,"Huntsville, AL",Straight to Ale,30,925,Lily Flagg Milk Stout,12 oz.,Milk / Sweet Stout
1718,5.4%,"Belmont, CA",Devil's Canyon Brewery,27,924,Deadicated Amber,16 oz.,American Amber / Red Ale
1719,9.0%,"Indianapolis, IN",Sun King Brewing Company,24,923,The Velvet Fog,16 oz. Alumi-Tek®	,Quadrupel (Quad)
1720,4.5%,"Portland, ME",Stone Coast Brewing Company,N/A,922,Sunsplash Golden Ale (2004),12 oz.,American Blonde Ale
1721,5.0%,"Anchorage, AK",Broken Tooth Brewing Company,15,921,Northern Lights Amber Ale,12 oz.,American Amber / Red Ale
1722,5.2%,"Anchorage, AK",Broken Tooth Brewing Company,17,920,Polar Pale Ale,12 oz.,American Pale Ale (APA)
1723,4.8%,"Anchorage, AK",Broken Tooth Brewing Company,N/A,919,Chugach Session Ale,12 oz.,Cream Ale
1724,7.0%,"Silverton, OR",Seven Brides Brewery,105,918,Frankenlou's IPA,16 oz.,American IPA
1725,7.0%,"Silverton, OR",Seven Brides Brewery,55,917,Becky's Black Cat Porter,16 oz.,American Porter
1726,7.3%,"Portland, OR",Hopworks Urban Brewery,70,916,Abominable Winter Ale (2012),16 oz.,American Strong Ale
1727,7.2%,"Newburyport, MA",Newburyport Brewing Company,N/A,915,Green Head IPA,12 oz.,American IPA
1728,5.4%,"Newburyport, MA",Newburyport Brewing Company,N/A,914,Plum Island Belgian White,12 oz.,Witbier
1729,5.5%,"Newburyport, MA",Newburyport Brewing Company,N/A,913,Newburyport Pale Ale,12 oz.,American Pale Ale (APA)
1730,7.2%,"Manhattan, KS",Tallgrass Brewing Company,93,912,Oasis,16 oz.,Extra Special / Strong Bitter (ESB)
1731,5.5%,"Buena Vista, CO",Eddyline Brewery & Restaurant,N/A,911,Mountain Fairy Raspberry Wheat,16 oz.,Fruit / Vegetable Beer
1732,6.6%,"Lewiston, ME",Baxter Brewing Company,N/A,910,Hayride Autumn Ale,12 oz.,Rye Beer
1733,9.2%,"Grand Rapids, MI",Brewery Vivant,N/A,909,Escoffier Bretta Ale,16 oz.,American Wild Ale
1734,5.2%,"Westminster, MA",Wachusett Brewing Company,20,908,Pumpkan,12 oz.,Pumpkin Ale
1735,8.2%,"Boulder, CO",Upslope Brewing Company,N/A,907,Upslope Christmas Ale,16 oz.,Winter Warmer
1736,7.7%,"Boulder, CO",Upslope Brewing Company,N/A,906,Upslope Pumpkin Ale,16 oz.,Pumpkin Ale
1737,9.9%,"San Diego, CA",Hess Brewing Company,85,904,Ex Umbris Rye Imperial Stout,16 oz.,American Double / Imperial Stout
1738,4.0%,"Moab, UT",Moab Brewery,N/A,902,Dead Horse Amber,16 oz.,American Pale Wheat Ale
1739,6.5%,"Seattle, WA",Fremont Brewing Company,35,901,Harvest Ale,12 oz.,Saison / Farmhouse Ale
1740,6.5%,"Danville, PA",Old Forge Brewing Company,N/A,900,Celestial Blonde Ale,16 oz.,American Blonde Ale
1741,5.9%,"Rochester, MI",Rochester Mills Brewing Company,N/A,899,Rochester Red Ale,16 oz.,American Amber / Red Ale
1742,7.5%,"Estacada, OR",Fearless Brewing Company,53,895,Loki Red Ale (2013),16 oz.,American Amber / Red Ale
1743,8.4%,"Pottstown, PA",Sly Fox Brewing Company,90,894,Odyssey Imperial IPA,12 oz.,American Double / Imperial IPA
1744,4.4%,"Portland, OR",Coalition Brewing Company,13,893,Wheat the People,16 oz.,American Pale Wheat Ale
1745,6.5%,"Longmont, CO",Oskar Blues Brewery,65,892,Dale's Pale Ale (10 Year Anniversary),12 oz.,American Pale Ale (APA)
1746,7.5%,"Danville, PA",Old Forge Brewing Company,N/A,891,Overbite IPA,16 oz.,American IPA
1747,4.8%,"Garden City, ID",Payette Brewing Company,35,890,Payette Pale Ale,12 oz.,American Pale Ale (APA)
1748,5.5%,"Seattle, WA",Hilliard's Beer,34,889,Hilliard's Pils,16 oz.,Czech Pilsener
1749,5.6%,"Lincoln, NE",Blue Blood Brewing Company,37,888,1327 Pod's ESB,12 oz.,Extra Special / Strong Bitter (ESB)
1750,5.6%,"Lincoln, NE",Blue Blood Brewing Company,37,886,1327 Pod's ESB,12 oz.,Extra Special / Strong Bitter (ESB)
1751,6.2%,"Woodbridge, CT",New England Brewing Company,N/A,885,Sea Hag IPA,12 oz.,American IPA
1752,5.0%,"Woodbridge, CT",New England Brewing Company,N/A,884,Elm City Pilsner,12 oz.,American Pilsner
1753,7.3%,"Sacramento, CA",Ruhstaller Beer Company,55,883,CAPT Black IPA,16 oz.,American Black Ale
1754,5.6%,"Sacramento, CA",Ruhstaller Beer Company,35,882,1881 California Red Ale,16 oz.,American Amber / Red Ale
1755,6.6%,"Aurora, CO",Dry Dock Brewing Company,100,881,Hop Abomination,12 oz.,American IPA
1756,5.1%,"Aurora, CO",Dry Dock Brewing Company,17,880,Apricot Blonde,12 oz.,Fruit / Vegetable Beer
